YEAR,PAPER,DATE OF REPORT,DATE OF INCIDENT,LOCATION,HEADLINE,LINK
,,"MARCH 15, 2018","MARCH 14, 2018",Rafiki area of Plateau State,"Herdsmen, youths clash in Plateau: 2 Operation Safe Haven personnel killed, 2 others injured",https://www.vanguardngr.com/2018/03/herdsmen-youths-clash-plateau-2-operation-safe-haven-personnel-killed-2-others-injured/
,,"MARCH 14, 2018","MARCH 14, 2018",Rafiki and Dong communities of Jos North local government area  of Plateau State.,"Plateau: Fresh tension in Dong, Rafiki as herdsmen hold residents hostage",https://www.vanguardngr.com/2018/03/plateau-fresh-tension-dong-rafiki-herdsmen-hold-residents-hostage/
,,"MARCH 14, 2018",,,Herdsmen destroyed 500 churches in Benue— CAN,https://www.vanguardngr.com/2018/03/herdsmen-destroyed-500-churches-benue-can/
,,"MARCH 14, 2018",,,Herdsmen/farmers clashes: 145 suspects arrested as police lose 30 to militias,https://www.vanguardngr.com/2018/03/herdsmen-farmers-clashes-145-suspects-arrested-police-lose-30-militias/
,,"MARCH 12, 2018",,,Herdsmen: Buhari told us to stop encroachment on cattle routes – Fayose,https://www.vanguardngr.com/2018/03/herdsmen-buhari-told-us-stop-encroachment-cattle-routes-fayose/
,,"MARCH 11, 2018",,,"Plateau attacks: Police arrest herdsman with military rifle, confirm 16 killed",https://www.vanguardngr.com/2018/03/plateau-attacks-police-arrest-herdsman-military-rifle-confirm-16-killed/
,,"MARCH 11, 2018",,,"I saw heavily armed herdsmen breaking into houses, butchering women, children, old people who could not flee – Survivor",https://www.vanguardngr.com/2018/03/saw-heavily-armed-herdsmen-breaking-houses-butchering-women-children-old-people-not-flee-survivor/
,,"MARCH 9, 2018",,,UYEI lauds lawmaker’s stance on herdsmen,https://www.vanguardngr.com/2018/03/uyei-lauds-lawmakers-stance-herdsmen/
,,"MARCH 8, 2018",,,Delta under herdsmen’s siege — Okowa,https://www.vanguardngr.com/2018/03/delta-herdsmens-siege-okowa/
,,"MARCH 8, 2018",,,Exercise Ayem A’ Kpatuma encouraging influx of herdsmen into Benue — Rights group,https://www.vanguardngr.com/2018/03/exercise-ayem-kpatuma-encouraging-influx-herdsmen-benue-rights-group/
,,"MARCH 7, 2018",,,"Group lauds Okowa, Iwurie, over actions against killer herdsmen",https://www.vanguardngr.com/2018/03/group-lauds-okowa-iwurie-actions-killer-herdsmen/
,,"MARCH 6, 2018","MARCH 5, 2018","Omusu village, at Ojigo Ward, Edumoga in Okpokwu Local Government Area of Benue state",26 killed as herdsmen sack Benue village in fresh attack,https://www.vanguardngr.com/2018/03/26-killed-herdsmen-sack-benue-village-fresh-attack/
,,"MARCH 5, 2018","MARCH 5, 2018",Omosu village in Ojigo ward Edumoga of Okpokwu local government area of Benue state,Herdsmen kill over 10 in Monday evening attack in Benue’s Omosu village,https://www.vanguardngr.com/2018/03/950895/
,,"MARCH 5, 2018",,Umenge village in Guma Local Government Area of Benue State,Again five feared dead as herdsmen attack Benue community,https://www.vanguardngr.com/2018/03/five-feared-dead-herdsmen-attack-benue-community/
,,"MARCH 5, 2018",,"Abraka, Delta State","Herdsmen chop off farmer’s toes, fingers in Abraka",https://www.vanguardngr.com/2018/03/herdsmen-chop-off-farmers-toes-fingers-abraka/
,,"MARCH 4, 2018",,,"Callous herdsmen attacked butcher, raped woman–  Taiga, Urhobo leader",https://www.vanguardngr.com/2018/03/callous-herdsmen-attacked-butcher-raped-woman-taiga-urhobo-leader/
,,"MARCH 2, 2018","MARCH 1, 2018","Yelwata area, Benue state.","Troops arrest 4 herdsmen, recover weapons",https://www.vanguardngr.com/2018/03/troops-arrest-4-herdsmen-recover-weapons/
,,"MARCH 2, 2018",,,Herdsmen attack: MASSOB to defend Ndigbo,https://www.vanguardngr.com/2018/03/herdsmen-attack-massob-defend-ndigbo/
,,"MARCH 1, 2018",,,Herdsmen attack: Lawmaker urges Ebonyi community to defend itself,https://www.vanguardngr.com/2018/03/herdsmen-attack-lawmaker-urges-ebonyi-community-defend/
,,"FEBRUARY 28, 2018",,,"Herdsmen invade Ondo Speaker’s farm, destroy cash crops",https://www.vanguardngr.com/2018/02/herdsmen-invade-ondo-speakers-farm-destroy-cash-crops/
,,"FEBRUARY 28, 2018",,"Mbatoho Chile, an island close to Benue State Government House, at Mbalagh council ward of Makurdi local government.","Suspected herdsmen storm Makurdi, sack 5,000 inhabitants",https://www.vanguardngr.com/2018/02/suspected-herdsmen-storm-makurdi-sack-5000-inhabitants/
,,"FEBRUARY 28, 2018",,,Edo PDP chieftain flays Buhari over herdsmen’s rampage,https://www.vanguardngr.com/2018/02/edo-pdp-chieftain-flays-buhari-herdsmens-rampage/
,,"FEBRUARY 27, 2018",,,Suspected herdsmen storm Makurdi,https://www.vanguardngr.com/2018/02/947351/
,,"FEBRUARY 27, 2018",,Gwamba community in Demsa Local Government Area of Adamawa State,Suspected Herdsmen Attack Adamawa Community,https://www.vanguardngr.com/2018/02/suspected-herdsmen-attack-adamawa-community/
,,"FEBRUARY 27, 2018",,,Benue: Troops arrest 10 herdsmen destroying farms,https://www.vanguardngr.com/2018/02/benuetroops-arrest-10-herdsmen-destroying-farms/
,,"FEBRUARY 27, 2018",,,We’ll resist herdsmen’s re-entry into Tiv land – Youths,https://www.vanguardngr.com/2018/02/well-resist-herdsmens-re-entry-tiv-land-youths/
,,"FEBRUARY 27, 2018",,,"ATTACKS: Declare amnesty for armed herders, others, Afenifere tells FG",https://www.vanguardngr.com/2018/02/attacks-declare-amnesty-armed-herders-others-afenifere-tells-fg/
,,"FEBRUARY 26, 2018",,,‘Only one school was shut in Yewa over herdsmen’,https://www.vanguardngr.com/2018/02/one-school-shut-yewa-herdsmen/
,,"FEBRUARY 26, 2018",,,Delta lawmaker leads team to herdsmen’s enclave,https://www.vanguardngr.com/2018/02/delta-lawmaker-leads-team-to-herdsmens-enclave/
,,"FEBRUARY 23, 2018",,,"Herdsmen, farmers’ crises: Osinbajo C’ttee recommends census, gazetted reserves, others",https://www.vanguardngr.com/2018/02/herdsmen-farmers-crises-osinbajo-cttee-recommends-census-gazetted-reserves-others/
,,"FEBRUARY 22, 2018",,,"No fresh herdsmen invasion, killings in Enugu—Police",https://www.vanguardngr.com/2018/02/no-fresh-herdsmen-invasion-killings-enugu-police/
,,"FEBRUARY 22, 2018",,,"Anambra monarch says killer-herdsmen, strayed wild cards",https://www.vanguardngr.com/2018/02/anambra-monarch-says-killer-herdsmen-strayed-wild-cards/
,,"FEBRUARY 22, 2018","FEBRUARY 21, 2018","Abraka community, Delta State","One feared dead, another shot as herdsmen resume attacks in Abraka",https://www.vanguardngr.com/2018/02/one-feared-dead-another-shot-herdsmen-resume-attacks-abraka/
,,"FEBRUARY 22, 2018",,,"Killings: Farmers, herdsmen adopt ceasefire agreement in Adamawa",https://www.vanguardngr.com/2018/02/killings-farmers-herdsmen-adopt-ceasefire-agreement-adamawa/
,,"FEBRUARY 22, 2018",,,Armed herdsmen: Policy makers have failed Nigeria—Obaze,https://www.vanguardngr.com/2018/02/armed-herdsmen-policy-makers-failed-nigeria-obaze/
,,"FEBRUARY 21, 2018",,,Herdsmen take oath in Ekiti to stop killings,https://www.vanguardngr.com/2018/02/herdsmen-take-oath-ekiti-stop-killings/
,,"FEBRUARY 21, 2018",,,"Herdsmen attacks: FG reorganises army command, control structure in Benue, others — Osinbajo",https://www.vanguardngr.com/2018/02/herdsmen-attacks-fg-reorganises-army-command-control-structure-benue-others-osinbajo/
,,"FEBRUARY 20, 2018",,,Buhari must order arrest of Ango Abdullahi over herdsmen comments- Adeyanju’s group,https://www.vanguardngr.com/2018/02/buhari-must-order-arrest-ango-abdullahi-herdsmen-comments-adeyanjus-group/
,,"FEBRUARY 20, 2018",,,"ATTACKS: Be united against herdsmen menace, Akinrinade tells Southern govs",https://www.vanguardngr.com/2018/02/attacks-united-herdsmen-menace-akinrinade-tells-southern-govs/
,,"FEBRUARY 19, 2018",,,Herdsmen attacks as trigger to famine,https://www.vanguardngr.com/2018/02/herdsmen-attacks-trigger-famine/
,,"FEBRUARY 19, 2018",,,Buhari hasn’t done enough to stop herdsmen —Jibunoh,https://www.vanguardngr.com/2018/02/buhari-hasnt-done-enough-stop-herdsmen-jibunoh/
,,"FEBRUARY 19, 2018",,,How I stopped herdsmen from entering my community — Edo monarch,https://www.vanguardngr.com/2018/02/stopped-herdsmen-entering-community-edo-monarch-2/
,,"FEBRUARY 18, 2018",,,"Herdsmen: ‘The rapists of our women, killers of our men are walking the streets free’",https://www.vanguardngr.com/2018/02/rapists-women-killers-men-attackers-farms-walking-streets-free/
,,"FEBRUARY 17, 2018",,Tanzania,"Herdsmen poison 6 lions, 74 vultures to save cows",https://www.vanguardngr.com/2018/02/herdsmen-poison-6-lions-74-vultures-save-cows/
,,"FEBRUARY 17, 2018",,,Tackling Herdsmen Menace in Delta State,https://www.vanguardngr.com/2018/02/tackling-herdsmen-menace-delta-state-2/
,,"FEBRUARY 17, 2018",,,Border guards for killer herdsmen,https://www.vanguardngr.com/2018/02/border-guards-killer-herdsmen/
,,"FEBRUARY 17, 2018",,,Tackling Herdsmen Menace in Delta State,https://www.vanguardngr.com/2018/02/tackling-herdsmen-menace-delta-state/
,,"FEBRUARY 16, 2018",,,"Group unveils report to end farmers, herdsmen conflicts",https://www.vanguardngr.com/2018/02/group-unveils-report-end-farmers-herdsmen-conflicts/
,,"FEBRUARY 16, 2018",,,How I stopped herdsmen from entering my community —Edo monarch,https://www.vanguardngr.com/2018/02/stopped-herdsmen-entering-community-edo-monarch/
,,"FEBRUARY 15, 2018",,,Fayose backs Soyinka’s call for organized resistance against killer herdsmen,https://www.vanguardngr.com/2018/02/fayose-backs-soyinkas-call-organized-resistance-killer-herdsmen/
,,"FEBRUARY 15, 2018",,,We’ll not tolerate killer-herdsmen in South East—BIM,https://www.vanguardngr.com/2018/02/well-not-tolerate-killer-herdsmen-south-east-bim/
,,"FEBRUARY 15, 2018",,,"OPC, Agbekoya, others tell Oyo govt to stop rampage, killings",https://www.vanguardngr.com/2018/02/opc-agbekoya-others-tell-oyo-govt-stop-rampage-killings/
,,"FEBRUARY 15, 2018",,,Wake and see what? (2): Matters Arising,https://www.vanguardngr.com/2018/02/wake-see-2-matters-arising/
,,"FEBRUARY 14, 2018",,,Will state police end herdsmen/farmers clashes? (1),https://www.vanguardngr.com/2018/02/will-state-police-end-herdsmen-farmers-clashes-1/
,,"FEBRUARY 14, 2018",,,FG’s failure to provide security bane of herdsmen/farmers clashes – Varsity dons,https://www.vanguardngr.com/2018/02/fgs-failure-provide-security-bane-herdsmen-farmers-clashes-varsity-dons/
,,"FEBRUARY 14, 2018",,,"Empower vigilante groups to tackle herdsmen attacks, Oyo Assembly tells Ajimobi",https://www.vanguardngr.com/2018/02/empower-vigilante-groups-tackle-herdsmen-attacks-oyo-assembly-tells-ajimobi/
,,"FEBRUARY 14, 2018","FEBRUARY 13, 2018","AKURE  South Local Government Secretariat in Akure, the Ondo State capital",Workers flee as herdsmen overrun LG offices in Ondo,https://www.vanguardngr.com/2018/02/workers-flee-herdsmen-overrun-lg-offices-ondo/
,,"FEBRUARY 14, 2018",,,"Fayose warns against reprisal of herdsmen killing, summons security meeting",https://www.vanguardngr.com/2018/02/fayose-warns-reprisal-herdsmen-killing-summons-security-meeting/
,,"FEBRUARY 14, 2018",,,Benue killings: Herdsmen agree to cease fire,https://www.vanguardngr.com/2018/02/benue-killings-herdsmen-agree-cease-fire/
,,"FEBRUARY 14, 2018",,,Herdsmen menace: Southern women threaten to boycott presidential poll,https://www.vanguardngr.com/2018/02/herdsmen-menace-southern-women-threaten-boycott-presidential-poll/
,,"FEBRUARY 13, 2018","FEBRUARY 13, 2018","AKURE  South Local Government Secretariat in Akure, the Ondo State capital","Herdsmen sack Akure local government council, the seat of power in Ondo",https://www.vanguardngr.com/2018/02/herdsmen-sack-akure-local-government-council-seat-power-ondo/
,,"FEBRUARY 13, 2018",,,"Herdsmen attack Senator Imoke’s community, kill one",https://www.vanguardngr.com/2018/02/herdsmen-attack-senator-imokes-community-kill-one/
,,"FEBRUARY 13, 2018",,,Beheaded farmer: We’ll deal with herdsmen our way – Agbekoya,https://www.vanguardngr.com/2018/02/beheaded-farmer-well-deal-herdsmen-way-agbekoya/
,,"FEBRUARY 12, 2018",,,Ughelli South sets up c’ttee on herdsmen,https://www.vanguardngr.com/2018/02/ughelli-south-sets-cttee-herdsmen/
,,"FEBRUARY 12, 2018",,korakga Uvir in Guma local government area of Benue state.,"Herdsmen ambush, open fire on NSCDC officers; kill two in Benue",https://www.vanguardngr.com/2018/02/herdsmen-ambush-open-fire-nscdc-officers-kill-two-benue/
,,"FEBRUARY 12, 2018",,"Azege village, Ayilamo in Logo local government area of Benue state","Herdsmen brutally slaughtered; remove eyes, ears, nose of missing officer – Police",https://www.vanguardngr.com/2018/02/herdsmen-brutally-slaughtered-remove-eyes-ears-nose-missing-officer-police/
,,"FEBRUARY 12, 2018","FEBRUARY 10, 2018","Zangwra community, Miango District, Irigwe Chiefdom of Plateau State",3 killed in Plateau ambush,https://www.vanguardngr.com/2018/02/3-killed-plateau-ambush/
,,"FEBRUARY 12, 2018",,,We’ll curtail herdsmen menace in Ondo — OPC,https://www.vanguardngr.com/2018/02/well-curtail-herdsmen-menace-ondo-opc/
,,"FEBRUARY 12, 2018","FEBRUARY 11, 2018","Ipao-Ekiti, Ikole Local Government Area of Ekiti State",Herdsmen kill father of two in Ekiti,https://www.vanguardngr.com/2018/02/herdsmen-kill-father-two-ekiti/
,,"FEBRUARY 12, 2018",,,"Akintoye, Ihekire raise the alarm over herdsmen’s proliferation in S’West, S’East",https://www.vanguardngr.com/2018/02/akintoye-ihekire-raise-alarm-herdsmens-proliferation-swest-seast/
,,"FEBRUARY 12, 2018",,,Ijaw youths to meet over attack on ex-president by herdsmen,https://www.vanguardngr.com/2018/02/ijaw-youths-meet-attack-ex-president-herdsmen/
,,"FEBRUARY 12, 2018",,,"Herdsmen attacks: Lawyers tackle Buhari, accuse him of shielding culprits",https://www.vanguardngr.com/2018/02/herdsmen-attacks-lawyers-tackle-buhari-accuse-shielding-culprits/
,,"FEBRUARY 11, 2018","FEBRUARY 10, 2018","Iseyin, Oyo State",Herdsmen behead farmer in Iseyin,https://www.vanguardngr.com/2018/02/herdsmen-behead-farmer-iseyin/
,,"FEBRUARY 11, 2018","FEBRUARY 11, 2018","Bakin Kogi, a village in Jama’a local government area of Kaduna state.","Breaking: Herdsmen attack Southern Kaduna, kill four",https://www.vanguardngr.com/2018/02/breaking-herdsmen-attack-southern-kaduna-kill-four/
,,"FEBRUARY 11, 2018",,,Herdsmen to now carry ID cards in Delta,https://www.vanguardngr.com/2018/02/herdsmen-now-carry-id-cards-delta/
,,"FEBRUARY 11, 2018",,,Herdsmen menace: IYC backs demand for state police,https://www.vanguardngr.com/2018/02/herdsmen-menace-iyc-backs-demand-state-police/
,,"FEBRUARY 11, 2018",,,Onuesoke hails Gandoje’s plan to relocate herdsmen to Kano,https://www.vanguardngr.com/2018/02/onuesoke-hails-gandojes-plan-relocate-herdsmen-kano/
,,"FEBRUARY 9, 2018",,,Umahi orders traditional rulers to compile data on herdsmen,https://www.vanguardngr.com/2018/02/umahi-orders-traditional-rulers-compile-data-herdsmen/
,,"FEBRUARY 9, 2018","FEBRUARY 8, 2018","Unenurhie axis of the East-West road, Delta State","Herdsmen open fire on ex-IYC President, 6 others in Delta",https://www.vanguardngr.com/2018/02/ex-iyc-president-6-others-escape-attack-herdsmen-delta/
,,"FEBRUARY 8, 2018",,,Killer herdsmen and counter narratives,https://www.vanguardngr.com/2018/02/killer-herdsmen-counter-narratives/
,,"FEBRUARY 8, 2018",,,"Fayose visits Benue, Says “God will visit blood of victims of herdsmen killings on their killers, sponsors”",https://www.vanguardngr.com/2018/02/fayose-visits-benue-says-god-will-visit-blood-of-victims-of-herdsmen-killings-on-their-killers-sponsors/
,,"FEBRUARY 8, 2018",,,Herdsmen: We’ll resist attempt to turn Yorubaland to killing field – Gani Adams,https://www.vanguardngr.com/2018/02/herdsmen-well-resist-attempt-turn-yorubaland-killing-field-gani-adams/
,,"FEBRUARY 8, 2018",,,"ATTACKS: AIG zone 2 orders security beef-up in Lagos, Ogun",https://www.vanguardngr.com/2018/02/attacks-aig-zone-2-orders-security-beef-lagos-ogun/
,,"FEBRUARY 8, 2018",,,FG urged to fish out financiers of herdsmen/farmers clashes,https://www.vanguardngr.com/2018/02/fg-urged-fish-financiers-herdsmen-farmers-clashes/
,,"FEBRUARY 8, 2018",,"Ogbooro, Saki, Oyo State",Herdsmen kill SARS Commander in Oyo,https://www.vanguardngr.com/2018/02/herdsmen-kill-sars-commander-oyo/
,,"FEBRUARY 6, 2018",,,"Defend yourselves against killer herdsmen, Ortom tells Benue people",https://www.vanguardngr.com/2018/02/defend-killer-herdsmen-ortom-tells-benue-people/
,,"FEBRUARY 6, 2018","FEBRUARY 5, 2018",Guma Local Government Area of Benue State,"Herdsmen attack, sack Gov Ortom’s farmhouse",https://www.vanguardngr.com/2018/02/herdsmen-attack-sack-gov-ortoms-farmhouse/
,,"FEBRUARY 6, 2018",,,Ogun govt probes killings by herdsmen,https://www.vanguardngr.com/2018/02/ogun-govt-probes-killings-herdsmen/
,,"FEBRUARY 6, 2018",,,"ATTACKS: Tackle herdsmen menace, Afenifere tells S’West govs",https://www.vanguardngr.com/2018/02/attacks-tackle-herdsmen-menace-afenifere-tells-swest-govs/
,,"FEBRUARY 6, 2018",,,"FG to end farmers, herdsmen clashes with agric insurance products",https://www.vanguardngr.com/2018/02/fg-end-farmers-herdsmen-clashes-agric-insurance-products/
,,"FEBRUARY 6, 2018",,,Ekweremadu sues for herdsmen/farmers cooperation,https://www.vanguardngr.com/2018/02/ekweremadu-sues-herdsmen-farmers-cooperation/
,,"FEBRUARY 6, 2018",,,"In Taraba, we lost 32 persons to rampaging herdsmen —Tiv",https://www.vanguardngr.com/2018/02/taraba-lost-32-persons-rampaging-herdsmen-tiv/
,,"FEBRUARY 5, 2018",,,Herdsmen Killings: Rosicrucians chide Buhari’s inability to bring perpetrators to book,https://www.vanguardngr.com/2018/02/herdsmen-killings-rosicrucians-chide-buharis-inability-bring-perpetrators-book/
,,"FEBRUARY 5, 2018",,Ketu Local Council Development Area in Ogun State,"Again, herdsmen attack Ogun communities, sack 30 schools",https://www.vanguardngr.com/2018/02/herdsmen-attack-ogun-communities-sack-30-schools/
,,"FEBRUARY 5, 2018",,Yogbo community in Guma Local Government Area of the state.,"Benue: 2 policemen, 4 others killed in gun battle with herdsmen",https://www.vanguardngr.com/2018/02/benue-2-policemen-4-others-killed-gun-battle-herdsmen/
,,"FEBRUARY 5, 2018",,,The economic consequences of herdsmen/farmers clashes – 2,https://www.vanguardngr.com/2018/02/economic-consequences-herdsmen-farmers-clashes-2/
,,"FEBRUARY 4, 2018",,,Herdsmen sack 25 Tiv villages in Nassarawa,https://www.vanguardngr.com/2018/02/herdsmen-sack-25-tiv-villages-nassarawa/
,,"FEBRUARY 3, 2018",,,"Anxiety in Kogi as women, children of herdsmen move into villages ",https://www.vanguardngr.com/2018/02/anxiety-kogi-women-children-herdsmen-move-villages/
,,"FEBRUARY 3, 2018","FEBRUARY 1, 2018","Torugbene community, Burutu local government area",Six herdsmen escape death in Delta,https://www.vanguardngr.com/2018/02/six-herdsmen-escape-death-delta/
,,"FEBRUARY 2, 2018","FEBRUARY 1, 2018","Torugbene community, Burutu local government area","6 herdsmen escape death, 8 cows killed as youths, herdsman clash in Delta",https://www.vanguardngr.com/2018/02/6-herdsmen-escape-death-8-cows-killed-youths-herdsman-clash-delta/
,,"FEBRUARY 2, 2018",,,PDP chieftain faults Osinbajo on alleged comment about herdsmen menace,https://www.vanguardngr.com/2018/02/pdp-chieftain-faults-osinbajo-alleged-comment-herdsmen-menace/
,,"FEBRUARY 2, 2018",,,Herdsmen killings could cost APC dearly in 2019 — Osagie,https://www.vanguardngr.com/2018/02/herdsmen-killings-cost-apc-dearly-2019-osagie/
,,"JANUARY 31, 2018",,,"Kogi security summit: Farmers, herdsmen agree to live in peace",https://www.vanguardngr.com/2018/01/kogi-security-summit-farmers-herdsmen-agree-live-peace/
,,"JANUARY 31, 2018",,,Imo CP moves to checkmate influx of herders,https://www.vanguardngr.com/2018/01/imo-cp-moves-checkmate-influx-herders/
,,"JANUARY 30, 2018","JANUARY 24, 2018","Tse-Torkula, Guma Local Government Area of Benue State",Breaking: Herdsmen attack NNPC officials working on pipelines in Benue state,https://www.vanguardngr.com/2018/01/breaking-herdsmen-attack-nnpc-officials-working-petroleum-pipelines-benue-state/
,,"JANUARY 30, 2018","JANUARY 29, 2018","Tse-Torkula, Guma Local Government Area of Benue State","Scores injured as herdsmen sack Benue village, steal food",https://www.vanguardngr.com/2018/01/scores-injured-herdsmen-sack-benue-village-steal-food/
,,"JANUARY 30, 2018","JANUARY 29, 2018","Tse-Torkula, Guma Local Government Area of Benue State","Scores injured as herdsmen sack Benue village, steal food",https://www.vanguardngr.com/2018/01/scores-injured-herdsmen-sack-benue-village-steal-food-2/
,,"JANUARY 30, 2018",,,Outrage as herdsmen infringe on ‘No grazing’ areas in Bayelsa,https://www.vanguardngr.com/2018/01/outrage-herdsmen-infringe-no-grazing-areas-bayelsa/
,,"JANUARY 30, 2018",,,Alli must go!,https://www.vanguardngr.com/2018/01/alli-must-go/
,,"JANUARY 29, 2018",,,The economic consequences of Herdsmen/Farmer clashes – Dele Sobowale,https://www.vanguardngr.com/2018/01/economic-consequences-herdsmen-farmer-clashes-dele-sobowale/
,,"JANUARY 28, 2018",,,Herdsmen/farmers clashes: Security expert advocates Joint Task Force on illegal arms,https://www.vanguardngr.com/2018/01/herdsmen-farmers-clashes-security-expert-advocates-joint-task-force-illegal-arms/
,,"JANUARY 28, 2018",,,"Ondo community residents relive how herdsmen attacked farms, slaughtered woman, carted away heart, private part",https://www.vanguardngr.com/2018/01/ondo-community-residents-relive-herdsmen-attacked-farms-slaughtered-woman-carted-away-heart-private-part/
,,"JANUARY 26, 2018",,,"Herdsmen killings: Women, youth groups threaten nationwide protest",https://www.vanguardngr.com/2018/01/herdsmen-killings-women-youth-groups-threaten-nationwide-protest/
,,"JANUARY 26, 2018",,,Herdsmen: Normalcy returns to Anambra communities,https://www.vanguardngr.com/2018/01/herdsmen-normalcy-returns-anambra-communities/
,,"JANUARY 25, 2018",,,How herdsmen destroyed N6.8m cassava farm over 4 missing cows in Ogun,https://www.vanguardngr.com/2018/01/herdsmen-destroy-n6-8m-cassava-farm-4-missing-cows-ogun/
,,"JANUARY 24, 2018",,,Herdsmen attacking us are foreigners — Plateau traditional rulers,https://www.vanguardngr.com/2018/01/herdsmen-attacking-us-foreigners-plateau-traditional-rulers/
,,"JANUARY 24, 2018",,,Farmers/herdsmen clashes: Police sue for peace in Plateau,https://www.vanguardngr.com/2018/01/farmers-herdsmen-clashes-police-sue-peace-plateau/
,,"JANUARY 24, 2018",,,"Herdsmen destroy N6.8m farm, injure one in Ogun",https://www.vanguardngr.com/2018/01/herdsmen-destroy-n6-8m-farm-injure-one-ogun/
,,"JANUARY 24, 2018",,,FG shielding killer-herdsmen —Benue ethnic groups,https://www.vanguardngr.com/2018/01/fg-shielding-killer-herdsmen-benue-ethnic-groups/
,,"JANUARY 24, 2018",,,Cows cannot be valued more than lives in a country — Ejiga,https://www.vanguardngr.com/2018/01/cows-cannot-valued-lives-country-ejiga/
,,"JANUARY 24, 2018",,,Stop treating herdsmen’s issue with kid gloves —Archbishop Akubueze,https://www.vanguardngr.com/2018/01/stop-treating-herdsmens-issue-kid-gloves-archbishop-akubueze/
,,"JANUARY 24, 2018","JANUARY 21, 2018","Obin-Ayama community, Ika North-East and Onitsha-Olona, Aniocha North Local Government areas, Delta State","Herdsmen kill 2, injure another in Delta",https://www.vanguardngr.com/2018/01/herdsmen-kill-2-injure-another-delta/
,,"JANUARY 23, 2018",,,Herdsmen crisis: Oni cautions on utterances,https://www.vanguardngr.com/2018/01/herdsmen-crisis-oni-cautions-utterances/
,,"JANUARY 23, 2018","JANUARY 21, 2018",Numan district of Adamawa state,"Herdsmen: Attack, reprisal claim six lives in Adamawa",https://www.vanguardngr.com/2018/01/herdsmen-attack-reprisal-claim-six-lives-in-adamawa/
,,"JANUARY 23, 2018",,,"Cattle colonies: 370,000 hectares of Nigeria’s land’ll be given to herdsmen for personal business – CSO",https://www.vanguardngr.com/2018/01/cattle-colonies-370000-hectares-nigerias-landll-given-herdsmen-personal-business-cso/
,,"JANUARY 23, 2018",,,Herdsmen’s attack on Falae’s farm not a Presidency affair — Adesina,https://www.vanguardngr.com/2018/01/herdsmens-attack-falaes-farm-not-presidency-affair-adesina/
,,"JANUARY 23, 2018",,,"Send Army after killer-herdsmen, Anambra monarch tasks Buhari",https://www.vanguardngr.com/2018/01/send-army-killer-herdsmen-anambra-monarch-tasks-buhari/
,,"JANUARY 23, 2018",,,Herdsmen attacks: Govt panel wrongly composed —Macaulay,https://www.vanguardngr.com/2018/01/herdsmen-attacks-govt-panel-wrongly-composed-macaulay/
,,"JANUARY 22, 2018",,,Herdsmen threat: Nigerians in Diaspora task Buhari,https://www.vanguardngr.com/2018/01/herdsmen-threat-nigerians-diaspora-task-buhari/
,,"JANUARY 22, 2018",,,"We won’t take it lightly, says Afenifere as herdsmen set Falae’s farm ablaze",https://www.vanguardngr.com/2018/01/herdsmen-set-falaes-farm-ablaze-ondo/
,,"JANUARY 22, 2018","JANUARY 21, 2018","Ovwor community, Ughelli North Local Government Area of Delta State","Reprisal attack: Herdsmen injure 3 in Delta, rape woman",https://www.vanguardngr.com/2018/01/reprisal-attack-herdsmen-injure-3-delta-rape-woman/
,,"JANUARY 22, 2018",,,"Herdsmen, farmers’ clashes: Watch your words, Alaafin cautions fellow monarchs",https://www.vanguardngr.com/2018/01/herdsmen-farmers-clashes-watch-words-alaafin-cautions-fellow-monarchs/
,,"JANUARY 21, 2018","JANUARY 21, 2018","Ilado near Akure,  Ondo state",Breaking: Herdsmen set Falae’s farm ablaze in Ondo,https://www.vanguardngr.com/2018/01/breaking-herdsmen-set-falaes-farm-ablaze-ondo/
,,"JANUARY 21, 2018",,,"Taraba to rehabilitate 19,000 victims of Katibu herdsmen attacks",https://www.vanguardngr.com/2018/01/taraba-rehabilitate-19000-victims-katibu-herdsmen-attacks/
,,"JANUARY 21, 2018",,,"Cattle breeders ready to pay all levies, taxes to Anambra Govt- Chairman",https://www.vanguardngr.com/2018/01/cattle-breeders-ready-pay-levies-taxes-anambra-govt-chairman/
,,"JANUARY 21, 2018",,,Taming herdsmen: The Ugwuanyi example,https://www.vanguardngr.com/2018/01/taming-herdsmen-ugwuanyi-example/
,,"JANUARY 21, 2018",,,Killer herdsmen dividing Nigeria —Bishop Udeh,https://www.vanguardngr.com/2018/01/killer-herdsmen-dividing-nigeria-bishop-udeh/
,,"JANUARY 20, 2018",,,"We‘ll help Benue to stop herdsmen killing, Northern Govs vow",https://www.vanguardngr.com/2018/01/well-help-benue-stop-herdsmen-killing-northern-govs-vow/
,,"JANUARY 19, 2018",,,Farmers/herdsmen crisis: Institute advocates stringent measures to avoid anarchy,https://www.vanguardngr.com/2018/01/farmersherdsmen-crisis-institute-advocates-stringent-measures-avoid-anarchy/
,,"JANUARY 19, 2018",,,"C-River group faults FG over herdsmen, Cameroun conflict",https://www.vanguardngr.com/2018/01/c-river-group-faults-fg-herdsmen-cameroun-conflict/
,,"JANUARY 19, 2018",,,Abia c’ttee urges Miyetti Allah to caution herdsmen,https://www.vanguardngr.com/2018/01/abia-cttee-urges-miyetti-allah-caution-herdsmen/
